,Usuario,Fecha,Descripción,Calificacion
527,Natalia Del Águila Montes,"un año atrás en
Google",Delicioso y todo hermoso. Lo único malo es que el mozo ese día estaba de mal humor. 👍,5/5
528,Fernando Zaid Garcia,"un año atrás en
Google","Es lindo arquitectura perfecta. Personal de seguridad generaliza por vestido y piensa que uno es delicuente, si no vas bien presentado",3/5
529,Anna O.,"un año atrás en
Google","Excelente atención, el problema es que no tienen estacionamiento ni convenio con alguno del centro",5/5
530,Antony C Challenger,"un año atrás en
Google","Se puede entrar para ver el hermoso techo de vitral sobre el atrio central, esto vale la pena ver un poco más de cerca, incluso, y para ello está permitido subir en elevador hasta el tercer piso. También se puede comer en su restaurante, o tomar algo en su bar en el techo.",4/5
531,Manuel Gomez,"un año atrás en
Google",Un lugar mágico,5/5
532,Odair Salatiel,"4 años atrás en
Google","Una arquitectura impresionante,su lobby es de ensueño y el restaurant increible.",5/5
533,Jose Luis Saravia,"2 años atrás en
Google","El mejor lugar para ver el zócalo de la Ciudad de México. La terraza es magnífica, así como la visita de la Catedral y de Palacio Nacional. Lo malo es el menú de restaurante. Pocas opciones, caro y con mala actitud de parte de los meseros. Es lo que hay que pagar por ver el zócalo desde el mejor lugar.",4/5
534,Nelly BT,"un año atrás en
Google",Feliz reencuentro con mis amigas!,5/5
535,Jorge Barahona,"un año atrás en
Google","Es uno de los hoteles mas hermosos,séde de peliculas de James Bond por sus lujosas instalaciones,",5/5
536,Efrénk Arrietha Larafox,"2 años atrás en
Google","Excelente ubicación, gran edificio histórico para reposar. Lo malo: su servicio de restaurante pésimo atención de los meseros ""muy rústicos y autoritarios"" y la calidad de la comida deja mucho que desear para el nivel del hotel no es congruente. Por lo demás atención hacia las habitaciones es muy aceptable.",3/5
537,Javier Orozco,"2 años atrás en
Google","Hermoso lugar, con un sin fin de detalles de lujo y refinamiento, en especial las cúpulas del techo y el candelabro de la entrada. El restaurante es excelente y tiene una magnífica vista de la Plaza del Zócalo, en todo su esplendor.",5/5
538,Orlando Escalante,"2 años atrás en
Google",Un buen lugar para hospedarse y visitar el centro histórico de la cdmx,5/5
539,lilia martínez,"un año atrás en
Google",¡¡¡Mágico 😊💋💜‼,5/5
540,Arturo Gonzalez,"un año atrás en
Google",Buen lugar for business,5/5
541,Virginia Sanchez,"un año atrás en
Google","Muy lindo, muy buen servicio y deliciosa comida!!",5/5
542,sebtraveler,"2 años atrás en
Google",Hermoso hotel histórico con excelente vista en su terraza,5/5
543,Anapatty Khattab,"2 años atrás en
Google","El mejor lugar del Zócalo para un evento en el salón con terraza que tienen es maravilloso , además de la atención que es excepcional! Los capitanes y todo mundo inigualable gracias Gaby Monroy excepcional todo su trabajo , servicio, alimentos y demás.
El buffet de fin de semana es delicioso 😋 vale la pena 💯 %",5/5
544,claudia marin hernandez,"un año atrás en
Google","Es un hotel antiguo y por lo tanto es un lugar muy romantico, ademas esta muy bonito.",5/5
545,Jose Fabila,"un año atrás en
Google","Pésima actitud de los oficiales de blanco con gorro azul   restringiendonos el acceso porque pensaron que éramos ""visita "" por nuestra vestimenta  cuando hibamos a consumir al restaurante que triste es la actitud de ese personal si es un lugar turístico  que procuran tanto al extranjero pero al mexicano lo excluyen",1/5
546,Ignacio Arellano,"2 años atrás en
Google","Un ""most"" del centro de la CDMX. La cúpula de cristal es única y extraordinaria. El candil de la entrada impresionante, y la vista desde la terraza, de las mejores.",5/5
547,dulce glemo,"un año atrás en
Google",Hermoso lugar,5/5
548,Leonor Chamorro,"un año atrás en
Google",Es obligada la visita por ser un lugar emblemático de la Ciudad,5/5
549,Alejandro Vazquez,"2 años atrás en
Google","Estuvimos en un evento de graduación.  La cena deliciosa, muy buen ambiente, el personal muy atento y la decoración que resalta al gusto de cualquiera. Hermoso y clásico hotel ! Quien no lo conozca, debe hacerlo.",4/5
550,Paola Jiménez,"un año atrás en
Google","Agradable lugar, excelente servicio además de su arquitectura te lleva a otra época.",5/5
551,Gabriel Alejandro Rivera Hernandez,"un año atrás en
Google",Excelente atención,5/5
552,Alex Mouret,"un año atrás en
Google","El domo vitral Tiffany, imperdible conocerlo.",5/5
553,1996mm mm,"un año atrás en
Google",La vista al zócalo es hermosa. Mucho frío en diciembre.,5/5
554,ABRIL CABRERA,"2 años atrás en
Google","El menú es muy mexicano, excelente sabor y presentación impecable del lugar, es bonito conocer el hotel por dentro. Tomen en cuenta que el bufete es solo en fines de semana y días festivos.",4/5
555,Gabriela Vazquez King,"un año atrás en
Google","Buffett económico, buen servicio",5/5
556,M. Omar Durán Sánchez,"un año atrás en
Google",Un gran lugar muy acogedor,5/5
557,c b,"un año atrás en
Google","mala atención en el restaurante, la cena horrible, dos amigas y yo nos enfermamos del estomago.
No se les ocurra pedir chiles en nogada, se los dan crudos (espero que los hayan lavado) ni siquiera hicieron el esfuerzo por pasarlos en aceite o algo para que estuvieran cocidos y pasables para comer.",1/5
558,ANGELICA ANGUIANO PEREZ,"un año atrás en
Google","Tiene unoa vitrales hermosos, la gente del restaurante y en si del hotel es muy amable, dan un excelente servicio, fue una excelente experiencia, y no es tan caro",5/5
559,bruno diaz,"un año atrás en
Google","Una excelente vista del zócalo, el restaurante muy agradable, comida rica te puedes pasar una comida fabulosa",5/5
560,Leroy Maccabee,"hace 6 meses en
Google",A quien no le gusta??,5/5
561,Luis Super Ramirez,"un año atrás en
Google","Excelente opción para un brunch dominical. Variedad y sabor. No solamente las características quesadillas y omelettes sino que también incluyen platillos preparados con mariscos, delicioso café de olla y pan muy sabroso del tamaño ideal. Y…",4/5
562,Erick R Mira,"un año atrás en
Google",Me encanta el lugar y unas vistas espectaculares,5/5
563,Rocio Vega,"un año atrás en
Google","El balcón de este lugar es preciso, la comida y el servicio es excelente! Muy recomendable!",5/5
564,Paulina Cuevas,"2 años atrás en
Google","El hotel es precioso, las habitaciones muy cómodas y decoradas de buen gusto. Hay un pianista tocando durante el día lo que le da un toque espléndido. Y lo más impresionante es el vitral del lobby... te deja sin palabras.",5/5
565,marcela romero,"un año atrás en
Google","Buen hotel , excelente vista , el problema es que pagas demasiado en la terraza por bebidas y alimentos.",5/5
566,Enrique Espindola,"un año atrás en
Google",Excelente lugar,5/5
567,Lorena Cerezo,"un año atrás en
Google",todos tienen que ir,5/5
568,Antonio Emba,"3 años atrás en
Google",Un lugar rico para ir a desayunar. El bufete bastante completo y delicioso. La atención de los meseros inmejorable. La vista de la terraza es amena. Recomendado por completo.,5/5
569,Yasmin Juárez,"un año atrás en
Google","Es una magnífico lugar, desafortunadamente, los meseros llegan a ""acosar"" con la prisa de levantar los platos. Considero que el precio que se paga es alto cómo para estar corriendo y no disfrutar la estancia.",4/5
570,Azul Mar,"un año atrás en
Google","Me encanta el lugar, siempre recuerdo con agrado sus platillos y sus bebidas, una lastima que en esta ocasión no fue así... 😭",3/5
571,Xavier de Cervantes Navarro,"un año atrás en
Google","Que belleza de hotel, ese vitral que tiene es lmpactante",5/5
572,Susana Cruz,"un año atrás en
Google","El lugar es increíblemente bello , aunque la comida del restaurante si me quedó  a deber.   Es caro y el sabor no es de lo mejor",5/5
573,Gabriel Ortiz.,"un año atrás en
Google","Es d los lugares q hasta miedo da por entrar... Es tan viejo q parece se va a derrumbar y si pretender deleitarse con el Buffet sólo por la vista se llevaran un chasco... El Buffet es un basura, frío sin variedad... Y aguas con los meseros q si no les das propinas te ponen unas metas q uufff",1/5
574,Pepe Del Toro,"un año atrás en
Google","Precioso lugar, restaurante en terraza con excelente servicio y la mejor vista al zócalo, atención muy bien del mesero",5/5
575,Rodrigo Fernández,"un año atrás en
Google",Excelente servicio,5/5
576,Rocio Alvarado,"un año atrás en
Google",Excelente Atención,5/5
577,Eduardo Martinez,"un año atrás en
Google",Muy buena comida atención exelente muy amables todo muy rico,5/5
578,Ana María Buriticá Ramírez,"3 años atrás en
Google",Muy lindo. Comida en el primer piso buena y no tan costosa. Recomendado para pasar un buen rato. Excelente atención.,4/5
579,Gabriela De Blas,"2 años atrás en
Google","Una vista espectacular!!!! La comida es buena y a pesar de que no hay muchas opciones todo lo que hemos probado es rico. Las bebidas son muy buenas, prueben la margarita de Jamaica",5/5
580,Shiyo Díaz,"un año atrás en
Google","Es un lugar mágico, histórico e ineludible cuando estás en el centro histórico!",5/5
581,Alan Franco,"2 años atrás en
Google","Excelente atención desde la recepción, las instalaciones muy cómodas pero lo mejor es la sensación de estar en un edificio colonial bajo la sombra del espectacular vitral.",5/5
582,Mireya Ruiz,"un año atrás en
Google","Lugar hermoso con excelente vista a la plancha del Zócalo, opciones de comida variadas y buena atención.",5/5
583,Jorge Maldonado,"un año atrás en
Google","Un lugar bellísimo si vitral en la cúpula hermoso, lugar de gran valor histórico, su comida es excelente gran sabor y excelente atención",5/5
584,Ximena Montes de Oca,"un año atrás en
Google","Este edificio ubicado en una de las esquinas más concurridas del Centro Histórico de la Ciudad de México, 16 de septiembre y 5 de febrero, además de hermoso tiene una gran historia. Se proyectó y construyó a finales del siglo XIX, para…",5/5
585,Pablo de Esesarte,"un año atrás en
Google",Muy bonito el vitral del techo,5/5
586,Gabriel Garcia Olivier,"2 años atrás en
Google","Es un referente de hospedaje de lujo en el centro de la ciudad. Hermosa cúpula, un excelente recibidor. Y una vista espectacular de el Zócalo del corazón de la ciudad. Muy buena atención",5/5
587,Jesus Mauricio,"un año atrás en
Google","Excelente lugar, instalaciones correctas, además de un personal atento y amable",5/5
588,Arturo Meneses Vega,"un año atrás en
Google","Precioso lugar, excelente terraza para comer, cenar.",4/5
589,Gustavo ROBLES CASTRO,"un año atrás en
Google",Un gran hotel con mucha historia de este gran país Mexico cuenta con grandes instalaciones de la Época del Porfiriato las cuenta con un gran lobby que inclusiones pueden presentar espectáculos el Restautrante tiene una gran terraza con una…,5/5
590,gaby banuelos,"un año atrás en
Google",Un lugar que parece que te traslada a otro tiempo!!!,5/5
591,Hugo Alfredo Arce de la Fuente,"un año atrás en
Google","Sin duda un hotel emblematico para alojarse, visitar o simplemente ir a comer en su terraza con una hermosa vista a la Catedral Merropolitana y a Palacio Nacional.

Tienes que reservar con mucha anticipacion para los eventos del 15 de…",5/5
592,Alejandro Alday,"un año atrás en
Google",La mejor vista menu de primera,4/5
593,Eduardo Lozano,"2 años atrás en
Google","Las habitaciones son una maravilla, la limpieza del personal es extraordinaria. Los baños están impecables. El personal nunca holgazanea, la atención es algo de otro mundo. De los mejores hoteles que se podrán visitar en el centro de la bellisima Ciudad de México. No recomendarlo seria una barbaridad.",5/5
594,Alejandra Florida,"un año atrás en
Google","Un lugar exquisito para descansar y vivir el corazón de la ciudad de México.
Lo amo.",5/5
595,luis pedro Herrera manriquez,"un año atrás en
Google",Hermoso lugar con buenos servicios equilibrado exelente hubicacion servicio muy amable,5/5
596,Mag Manriquez,"un año atrás en
Google","Atención de primera, alimentos de calidad con buen muy buen sabor buenísima ubicación, bonito y elegante",5/5
597,Arael Prada,"2 años atrás en
Google","Fui al brunch de navidad del hotel es muy buena la comida, los meseros y garroteros así como el personal de cocina son muy amables y atentos las barras surtidas a cada momento. El único detalle que le pongo es la barra de bebidas a los jugos le ponen mucha azúcar.",5/5
598,Omar SANCHEZ DE LA CRUZ,"un año atrás en
Google",Lindos espacios de descanzo al estilo del porfiriato convinado con modernidad,5/5
599,Goro Munguia,"un año atrás en
Google",Me encanta la vista de la plaza de la Constitución y muy buena la comida,5/5
600,Pili Cruzado,"un año atrás en
Google",Todo el personal muy amable. En el bar la comida está rica y la vista es hermosa.,5/5
601,Jose Alfredo De La Cruz Robles,"un año atrás en
Google",Magnífica construcción. Excelente atención. Muy buen bufete.,5/5
602,Casa Frida,"un año atrás en
Google",Su diseño interior es fantástico,5/5
603,Alberto Pastor,"un año atrás en
Google",Hotel en uno de los edificios históricos del centro de Ciudad de México. Espectacular el hall y la terraza bar resturante con increíbles vistas al Zócalo.,4/5
604,David Manuel Quintero Orellana,"un año atrás en
Google","Excelente servicio, excelente comida y excelente vista",5/5
605,Victor Sierra,"hace un mes en
Google",Nuestro favorito en CDMX,5/5
606,German Tamayo,"un año atrás en
Google",buen servicio,4/5
607,Gabriela Martinez,"un año atrás en
Google",Super hermoso lugar y la gente que trabaja ahí es muy atenta' y agradable..la comida de primera...las habitaciones súper lindas y limpias.,5/5
608,Patricia Alcala-Garcia,"un año atrás en
Google","Hermoso hotel, excelente servicio, limpio, su personal muy amable, 1 semana increíble, muchas gracias",5/5
609,Jesus Gomez,"un año atrás en
Google",Excelente lugar,5/5
610,Profra. Lupita Hernández,"2 años atrás en
Google","Excelente lugar para saborear deliciosos platillos de la cocina internacional, acompañando con un buen vino. Y tener un panorama del centro de nuestra ciudad.",5/5
611,Feer Barragan,"3 años atrás en
Google","El restaurante que está en la terraza es rico, además de que el personal es muy amable.
La vista es muy bonita.

El hotel es muy bonito, además el pianista le da un aura muy padre junto con el domo.

Por sus elevadores y otros aditamentos a veces parece que es de otro tiempo.",4/5
612,antonieta bonifax,"un año atrás en
Google","Muy buena atención de Café del Hotel Ciudad de México, los platillos buenos, aunque siento que faltó un poco más de variedad, el café un poco frío.",4/5
613,Mau Martini,"un año atrás en
Google",Excelente lugar,5/5
614,Ana_key Espinoza,"hace 3 días en
Google",☺️💖,5/5
615,Mireyam,"un año atrás en
Google","Buen serviciio, vista de ensueño, y la comida excelente, me encanto",5/5
616,Centro educativo Infantil Arlequin,"un año atrás en
Google",Muy acogedor e instalaciones muy cómodas,5/5
617,JalapaRoy Dudley,"un año atrás en
Google","Un lugar con tanta historia en pleno centro de la ciudad de México. El techo vitral es increíble, de clase mundial.",5/5
618,Humberto Zumaya,"un año atrás en
Google","Buen lugar mal servicio... El servicio lo cierran a las 11pm te lo dicen al principio si te acordaste bien si no también, el personal te atienda como si quisieran que te fueras pronto",3/5
619,YOLANDA BAUTISTA,"un año atrás en
Google","Es una obra arquitectónica impresionante, su historia , su decoración, es un deleite para la vista",5/5
620,Irina Medina,"3 años atrás en
Google","Me quedé por una noche debido a una boda. La habitación y el baño bastante espaciosa.
Muy buen servicio, lástima que el restaurante de la terraza no es muy grande porque tiene un vista espectacular y no siempre alcanzas lugar.
Tienen el segundo y tercer elevador más antiguo de México.",5/5
621,Eugenia Basulto,"un año atrás en
Google",Es un lugar bello y sus restaurantes son accesibles,5/5
622,Monik Alvarez,"2 años atrás en
Google","La mejor vista al zócalo lo único malo es que todos quieren estar cerca del balcón y no tienen tantas mesas. Los domingos manejan buffet con gran variedad, pero sino estas hospedado en el hotel no eres de los primeros en ingresar al…",5/5
623,David Nucko.,"un año atrás en
Google",Excelente lugar,5/5
624,Marigel Hernandez,"2 años atrás en
Google","Otra vez, el desconocimiento de los meseros sobre los ingredientes de los platillos me hizo quedar mal con mi acompañante ya que era alérgico a un ingrediente específico y el platillo que pidió estaba repleto de ese ingrediente! El servicio es bueno, pero no es posible que los meseros no sepan lo que van a proporcionar!",3/5
625,LOS REVELADOS DEL DRAGÓN,"hace 7 meses en
Google",Wow el servicio el trato y el hotel perfecto,5/5
626,César Vargas Horta,"2 años atrás en
Google",Genial y majestuoso lugar; excelente servicio y atención. Inmejorable opción,5/5
627,Sergio William,"2 años atrás en
Google","Cuando visitas la Ciudad de México, uno de los lugares más emblemáticos es el Gran Hotel de la Ciudad de México. No solo se puede hospedar uno ahí, sino que también puede visitar el restaurante, y las opciones alimentarias son muy buenas.…",5/5
628,Teresa Vazquez,"un año atrás en
Google",Una belleza digna de admirar,5/5
629,Ernesto Monter Garrido,"un año atrás en
Google",Sitio de gran tradición en CDMX... ESCALA OBLIGADA EN EL CENTRO HISTÓRICO...,5/5
630,Adrian LR,"un año atrás en
Google",El brunch dominical es muy bueno. El tiempo de espera es como de 15 minutos y vista al Zócalo es muy buena.,5/5
631,ana villa,"un año atrás en
Google",Es un hermoso hotel.,5/5
632,Elsa Jimenez,"un año atrás en
Google","Arquitectura casi original, bellos lugares de épocas pasadas, bonito lugar para una graduación, aunque la pista para bailar es muy pequeña!",4/5
633,David Borrego,"un año atrás en
Google",Muy elegante,4/5
634,Rebeca Flores Aguilar,"un año atrás en
Google",Regresaré... excelente hotel!!,5/5
635,Laura Ayala,"un año atrás en
Google",Gran variedad y muy rica comida,3/5
636,Nancy Kemelhin Bañuelos Garcia,"un año atrás en
Google",Muy cómodo y seguro,5/5
637,Ales Acvsd,"un año atrás en
Google",Hermoso vitral,5/5
638,Perlita Jimenez,"un año atrás en
Google",Hermosa arquitectura,5/5
639,Rapmotion Templo urbbano,"un año atrás en
Google",Muy hermoso,5/5
640,Gonzalo Guapo Chavez,"2 años atrás en
Google","Un bello lugar para comer con vista al zócalo y el hotel con su historia y belleza, agradable a todos nuestros sentidos.",5/5
641,Jonathan Lira,"un año atrás en
Google",Muy buen nivel,5/5
642,Oliver Antonio Hernández,"un año atrás en
Google","Excelente servicio y experiencia memorable, el estilo es inigualable",5/5
643,Eduardo Salas,"un año atrás en
Google","Excelente lugar para alojare y mejor para celebrar la boda de mi hija, fue de cuento",5/5
644,Guillermo Aviles Martin Del Campo,"un año atrás en
Google","Excelente lugar y servicio, muy recomendable, la comida de gran calidad!!",5/5
645,Ricardo Vera,"un año atrás en
Google",Muy bueno muy rico pero muy caro,5/5
646,Cooper Toledo,"un año atrás en
Google","Hermosa arquitectura y cuenta con un restaurante bastante agradable, ideal para una tarde romántica en pareja",4/5
647,carlos yuste,"2 años atrás en
Google","Situado en la misma plaza del zocalo , dispone de unas buenas vistas y es muy bonito y acogedor .",4/5
648,Peke,"un año atrás en
Google",Super bonito lugar y maravillosa atención,5/5
649,addy koala,"2 años atrás en
Google",Buen lugar con una recepción muy amable y gran idea para cualquier tipo de  eventos,4/5
650,Miguel Arciniega,"2 años atrás en
Google",Excelente lugar para poder vivir una experiencia inigualable. Disfrute mi graduación y la verdad está hermoso el hotel.,5/5
651,Esteban Barrera,"2 años atrás en
Google",Solo para conocer el lobby con su hermoso techo de puro vitral vale la pena visitarlo!,5/5
652,Erika Mercado Almazán,"hace 3 meses en
Google","El hotel es muy bonito, tiene habitaciones muy confortables. El lobby es bastante bello. Los únicos detalles son que la bañera tenía una fuga y que no cuentan con estacionamiento, así que hay que pagar uno externo que trabaja con ellos.",4/5
653,Javi Trillanes,"2 años atrás en
Google","Un hotel de los más bellos que tiene la ciudad con un vitral como cúpula digno de admirarse, elevador para llegar a restaurante, que ofrece platillos a la carta $$$$$ desde ahí dominas con la mirada todo el zócalo y disfrutar de los…",4/5
654,Miriam Toro,"un año atrás en
Google",El restaurante con una vista espectacular delicioso brunch,5/5
655,Gina Sponal,"3 años atrás en
Google","Un lugar hermoso, icónico y de gran tradición en la Ciudad de México. Su diseño arquitectónico es hermoso, tanto desde el exterior como el interior, estando decorado con bellos vitrales. Cuenta con varios servicios que seguramente serán de…",5/5
656,Alejandro Gutierrez,"un año atrás en
Google",Vista espectacular desde su terraza la comida muy rica recomendamos 100% los postres,5/5
657,Mauricio Salcedo Villanueva,"2 años atrás en
Google",Excelente lugar en el corazón de la ciudad de México. El vitral es espectacular y la ubicación insuperable.,5/5
658,Eli Olea,"2 años atrás en
Google","De los mejores lugares de la ciudad!! Buena atención, de preferencia reservar y bueno no es barato, pero los precios valen la pena y están acordé a lo que sirven y a la atención del personal y al edificio tan bello, todos muy amables,…",5/5
659,goticovilca,"un año atrás en
Google",Bellísimos sus vitrales y su estilo art Nouveau,5/5
660,Laura Arámburu,"2 años atrás en
Google","Un bello lugar, lleno de historia. Desayuno delicioso y el servicio excelente!",5/5
661,Ricardo Sánchez,"2 años atrás en
Google","Hermoso lugar bueno para pasar una linda tarde. Aunque la comida no es lo máximo.
Excelente atención del personal!",4/5
662,Victor Nava B,"un año atrás en
Google","lugar con muy bonita arquitectura clásica, muy recomendable",5/5
663,Mario Jesus Martinez Montes de Oca,"un año atrás en
Google",espectacular lugar,4/5
664,alejandra gerardo,"un año atrás en
Google",Excelente servicio,5/5
665,Yolanda Ocampo,"3 años atrás en
Google",Muy rico el menú para comer en la terraza del hotel. La atención personalizada y es hermoso poder estar ahí disfrutando el estar en ese lugar donde parece que no pasa el tiempo. Es un lugar de sueño.,5/5
666,Sharon Díaz,"3 años atrás en
Google","Arquitectura imperdible, el tragaluz es algo exquisito. Bonito todo. La comida es nefasta y cara. El servicio ultra mejorable. Dejan mucho que desear. Tiene vista, pero de ahí en fuera...",3/5
667,Jocabed Nabor,"3 años atrás en
Google",El personal es muy amable y el lugar simplemente Maravilloso!!!,5/5
668,Angelica Martinez,"un año atrás en
Google","Hermoso lugar buen servicio, delicioso brunch.",5/5
669,OMAR HUGO LOZANO MONTIEL,"un año atrás en
Google",Por su historia que tiene el lugar y su personal muy atento de su servicio,5/5
670,Marco Antonio Gonzaléz Ortiz,"un año atrás en
Google","El inmueble es impresionante, lleno de historia sin duda hay que visitarlo ....",4/5
671,juan jose hernandez,"un año atrás en
Google",Hermoso c9mo siempre sólo algunos meseros c9n caras largas,5/5
672,Brenda Prz,"3 años atrás en
Google","Fui a una graduación y el lugar estuvo arreglado de una forma bastante bonita. Los meseros, algunos un poco groseros, pero de ahí en fuera todo muy bien. La comida rica, excepto la crema de cilantro, sabía a pura mantequilla. Pero el lugar es totalmente hermoso.",5/5
673,Jennifer Perez,"un año atrás en
Google",Hermoso el lugar..,5/5
674,Guadalupe Berber,"2 años atrás en
Google",La barra de verduras exelente el servicio muy bueno todo rico amabilidad y rapidez  yo lo recomiendo ampliamente,5/5
675,IPO Pacheco,"un año atrás en
Google",Un lugar distinguido elegante y con la mejor ubicación en el centro de la ciudad,5/5
676,Miguel Angel Lavalle y Robles,"un año atrás en
Google","Excelente localizacion del hotel y con muy buen servicio, cerca de museos, lugares históricos y buenos restaurantes",5/5
677,Anabell Flores,"2 años atrás en
Google","Los meseros SUPER amables, la comida en general buena, somos de fuera estuvimos el sábado anterior para desayunar,  esperábamos un buffet más variado, fui por conocer el hotel que por cierto es hermoso",4/5
678,Kikita,"un año atrás en
Google",Un lugar bonito y agradable vista a la plancha del zócalo.,5/5
679,ruben luis,"un año atrás en
Google",Hermoso lugar,5/5
680,Orestes Morales,"4 años atrás en
Google","Hermoso hotel con excelente ubicación al lado del zócalo. Desde la terraza es posible observar la catedral, el palacio nacional y la plaza.",5/5
681,Ismael Cossio,"un año atrás en
Google",Historico y tradicional hotel de la Ciudad de México av. 16 de septiembre,5/5
682,Gabriela Iturbide,"2 años atrás en
Google",Es un lugar ESPECTACULAR! Excelente atención de los capis y meseros:o),5/5
683,Dra. Lucía Ramírez,"2 años atrás en
Google","Must en Ciudad de México para visitar y disfrutar,  aunque seas chilango te lo recomiendo,  admirarás su elegante vestíbulo y el gran vitral de techo Tiffany, además cuenta con una terraza con vista a la plaza del zócalo y un amplio buffet.",5/5
684,Blanca Corza,"un año atrás en
Google",Excelente servicio,5/5
685,bety bo,"un año atrás en
Google",Pase por ahí y me detuve a escuchar a un musico de sax,4/5
686,EKKUZ STR3 TORRENTERA,"un año atrás en
Google","Imponente estructura, majestuosa imagen",5/5
687,J. Eduardo García C.,"un año atrás en
Google","Un edificio emblemático de la ciudad, el restaurante tiene buen servicio al público en general.",5/5
688,Rebeca Hernández,"2 años atrás en
Google","Es un lugar hermoso, tiene gran variedad de tiendas de ropa y objetos de diseñadores mexicanos.",5/5
689,Diana Cristina Nava Videgaray,"un año atrás en
Google",¡¡Hermoso lugar!!,5/5
690,Fernando Lahera Ruiz,"un año atrás en
Google","Excelente
Lo mejor de lo mejor",5/5
691,Gabriel Vargas,"2 años atrás en
Google","Está muy bonito por dentro, al entrar es como si entraras a otra ciudad y a otro tiempo!",5/5
692,Daniel Angel Castano,"2 años atrás en
Google","Hermosa arquitectura, de la época Del Porfiriato, buffet de mariscos, comida mexicana, carnes, quesos, ensaladas, fuente de postres, excelente servicio, estacionamiento reducido.",5/5
693,Cristina Piña,"un año atrás en
Google","Muy caro, cul pero muy caro...",3/5
694,David,"un año atrás en
Google",Muy comodo,3/5
695,Israel López,"un año atrás en
Google",festival del café en zocalo capitalino,5/5
696,Maria del Carmen Quintana Gómez,"un año atrás en
Google",Me gusta mucho el hotel ya habíamos estado ahí en otros eventos gracias,5/5
697,Andrea Palma,"3 años atrás en
Google",Tienen un restaurante público. Los desayunos estan muy ricos y muy bien servidos. Precios accesibles entre 150-200 pesos el desayuno. Un lugar elegante con personal muy amable. Vista a la plaza de la república muy linda,5/5
698,Hector Heredia,"un año atrás en
Google","Sorprendente lugar, además, ahí filmaron 007 Spectre",5/5
699,Aarón Sánchez,"4 años atrás en
Google","Un lugar muy elegante, con hermosas habitaciones, el personal es de los más amable, lamentablemente el estacionamiento se cobra aparte y si es bastante caro",5/5
700,Clínica Intermedik,"2 años atrás en
Google",Jorge muy amable y Enrique en Recepción con gran Servicio,5/5
701,Claudia Rojas Rodríguez,"un año atrás en
Google",Para ir de pasada muy bueno,5/5
702,Luis J Carranza S,"3 años atrás en
Google",Excelente ubicación. Ya me he quedado ahí varias veces y todo perfecto. Se puede subir solo a comer o tomar algo ligero. Buena vista de la terraza.,4/5
703,Horacio Delgado,"un año atrás en
Google",Visiten el lugar. Muy recomendable,5/5
704,Gustavo Guardado,"2 años atrás en
Google","Excelentes habitaciones entre minimalistas con lujo colonial. El resto es un LUJO ya que imita la arquitectura y espacios galardonados del Palacio de Bellas artes con toda su fina iluminacion, boveda y ornamenta dorada y cristaleria. Precio incomparable en la zona centro -y segura- junto al Zocalo de prestigio historico!",5/5
705,José Gutiérrez Maldonado,"2 años atrás en
Google","Un servicio más que impecable y extremadamente amable, las instalaciones son hermosas, quedas invitado a volver muchas veces",5/5
706,Federico Brugiavini,"2 años atrás en
Google",Excelente servicio y atención muy cordial. Uno de los mejores lugares cercanos al centro histórico de México. Muy cómoda su ubicación,4/5
707,Taysha Sánchez,"un año atrás en
Google",Muy buen hotel,5/5
708,Joxnard esixleus,"2 años atrás en
Google","El servicio de estacionamiento es pésimo,  es demasiado costoso uniformar al personal? O no es importante que lleven un curso sobre cómo tratar al huésped. Parecen franeleros de una central de autobuses y con el debido respeto de alguno de ellos.",1/5
709,Josue Mendoza,"3 años atrás en
Google",Hermoso hotel e increíble servicio. Está localizado en el Zócalo lo cual te asegura una vista espectacular de la Ciudad de México. Hermosa viste desde la terraza. Toda la gente fue servicial.,5/5
710,Salvador Paloomoo,"2 años atrás en
Google",Buena ubicación falta atención,3/5
711,Rimake Rod,"un año atrás en
Google",Un buen lugar para negocios,5/5
712,Roy Piña M.,"3 años atrás en
Google","Hermoso lugar para una comida agradable, los platillos bastante llamativos, pero precios algo excesivos. Podrian bajar los precios o mejorar mucho más el sabor. Las bebidas muy buenas, pero igual, algo costosas. Pero de verdad el lugar es hermoso.",4/5
713,Beatriz,"2 años atrás en
Google",Esta muy padre !! Muy buen lugar para organizar eventos !!,5/5
714,Luis Francisco Garcia,"un año atrás en
Google",Muy bien en sus habitaciones y su salón bien,5/5
715,Hilda Olivia Herrera Cedeño,"un año atrás en
Google","Está muy cerca de la plaza de la constitución, es un hotel antiguo, con lujo y tranquilo, muy bonito.",4/5
716,Manuel Lopez,"2 años atrás en
Google",Magnífico lugar buena vista a plaza central buena comida pero no para lo que cobran,5/5
717,Roberto Azbell Álvarez,"un año atrás en
Google","Es un lugar muy bello, la atención es magnífica",5/5
718,José Manuel Bolaños Naranjo,"2 años atrás en
Google","Hermoso hotel. Una atención increíble y con mucha historia. La arquitectura es algo admirable pero no puedo dejar de destacar el maravilloso servicio del hotel. Muy recomendado, Incluso si eres de CDMX vale la pena hospedarse ahí solo por la experiencia",5/5
719,emmi Güinjaus,"2 años atrás en
Google",Me parece un lugar maravilloso desde la arquitectura el arte pintada ahí y todo es increíble y el trato muy amable.,5/5
720,juan chavez,"un año atrás en
Google",Es un lugar muy bonito con mucha Historia y muy agradable,5/5
